locus	segsites1	pairlocus	segsites2	segsites
16573	3	16572	1	4
16582	5	16581	3	8
16612	2	388246	5	7
16615	1	16614	5	6
16626	1	16625	1	2
16629	1	16628	2	3
16638	1	16637	5	6
16640	2	16639	2	4
16642	6	292288	11	17
16645	2	388269	12	14
16654	8	388275	7	15
16656	7	16655	13	20
16660	3	388284	12	15
16662	7	16661	10	17
16665	3	292295	6	9
16681	1	16680	3	4
16686	1	16685	2	3
16712	5	16711	2	7
16713	2	388366	1	3
16723	2	388370	1	3
16738	4	16737	5	9
16743	2	16742	1	3
16763	4	16762	5	9
16781	1	16780	1	2
16794	3	16793	3	6
16797	2	388441	2	4
16818	3	16817	1	4
16821	4	16820	2	6
16836	1	16835	2	3
16843	1	292337	2	3
16847	1	16846	1	2
16898	5	16897	1	6
16900	4	16899	3	7
16902	1	388545	2	3
16907	4	388546	3	7
16926	4	388611	7	11
16930	3	16929	2	5
16951	8	388641	8	16
16986	4	16985	3	7
16989	9	388674	3	12
16994	3	16993	62	65
17002	2	17001	2	4
17044	1	388733	1	2
17045	1	388734	2	3
17052	2	17051	4	6
17062	4	17061	4	8
17094	3	388795	6	9
17098	1	17097	8	9
17100	1	17099	3	4
17107	3	388801	6	9
17113	2	17112	4	6
17128	1	17127	4	5
17143	2	388841	1	3
17146	1	388857	2	3
17149	4	17148	3	7
17173	3	17172	2	5
17181	2	17180	2	4
17205	6	388920	5	11
17234	2	17233	2	4
17277	2	388987	7	9
17281	7	389007	2	9
17297	1	389034	1	2
17310	1	389045	2	3
17327	4	389078	3	7
17337	2	17336	1	3
17340	1	17339	1	2
17352	3	389111	2	5
17380	1	389148	2	3
17386	2	389152	6	8
17413	3	17412	7	10
17468	3	17467	2	5
17490	1	17489	2	3
17495	2	389264	7	9
17497	1	17496	1	2
17517	1	17516	1	2
17521	2	17520	11	13
17522	5	389292	4	9
17531	1	17530	1	2
17537	1	292497	3	4
17550	5	17549	2	7
17557	1	389351	4	5
17566	4	17565	1	5
17580	3	17579	6	9
17586	1	389381	2	3
17600	1	17599	3	4
17608	5	17607	2	7
17643	7	389440	11	18
17652	5	389467	5	10
17668	1	17667	1	2
17670	2	17669	2	4
17672	6	17671	5	11
17673	5	389498	7	12
17675	4	389502	2	6
17687	1	389512	1	2
17703	1	389543	2	3
17720	3	17719	3	6
17743	7	389597	10	17
17750	2	389605	8	10
17758	2	17757	11	13
17780	4	17779	3	7
17823	2	17822	1	3
17864	1	17863	1	2
17880	2	17879	1	3
17883	1	17882	1	2
17885	1	17884	2	3
17887	1	17886	2	3
17933	2	389805	9	11
17960	1	389819	4	5
17969	2	389821	5	7
17973	5	17972	1	6
18010	5	18009	4	9
18013	2	18012	1	3
18021	1	18020	2	3
18041	1	389912	1	2
18047	5	389923	10	15
18069	1	18068	1	2
18070	2	389959	2	4
18086	2	18085	4	6
18099	2	18098	11	13
18109	4	292643	4	8
18110	1	390019	1	2
18113	5	390021	3	8
18115	2	18114	6	8
18126	7	18125	8	15
18149	5	18148	8	13
18196	2	390102	4	6
18202	3	18201	4	7
18208	2	390116	6	8
18213	2	18212	2	4
18223	1	18222	10	11
18252	1	18251	1	2
18275	3	18274	3	6
18291	4	390200	1	5
18297	1	18296	1	2
18354	2	18353	3	5
18358	3	292718	1	4
18372	1	390260	2	3
18375	1	18374	1	2
18384	1	18383	3	4
18386	1	390271	1	2
18393	9	18389	4	13
18424	3	18423	4	7
18432	5	18431	2	7
18455	2	390313	3	5
18471	3	18470	2	5
18508	6	390361	2	8
18514	2	18513	4	6
18536	1	18535	3	4
18539	2	390415	3	5
18569	1	18568	1	2
18576	5	390440	1	6
18584	10	18583	1	11
18588	1	18587	1	2
18591	3	18590	5	8
18594	10	18593	3	13
18609	2	18608	2	4
18626	9	390493	3	12
18630	1	18629	4	5
18637	1	18636	1	2
18662	1	18661	2	3
18703	1	18702	3	4
18710	6	18709	1	7
18712	1	18711	5	6
18717	3	390609	2	5
18736	2	18735	1	3
18737	1	390618	4	5
18757	9	390632	5	14
18761	2	390635	1	3
18765	2	390643	1	3
18789	1	18788	1	2
18803	3	18802	2	5
18809	3	390658	1	4
18816	2	18815	2	4
18821	3	18820	3	6
18829	6	18828	3	9
18851	4	18850	1	5
18877	3	390732	1	4
18891	1	18890	2	3
18895	1	18894	1	2
18901	3	18900	1	4
18908	1	819732	12	13
18920	1	18919	1	2
18930	1	18929	1	2
18937	10	18936	4	14
18950	2	18949	1	3
18968	1	390848	6	7
18983	2	18982	1	3
18986	2	18985	2	4
18995	3	18994	2	5
19019	3	19018	1	4
19023	2	19022	1	3
19024	1	292909	4	5
19035	4	19034	1	5
19048	2	19047	1	3
19062	2	19061	3	5
19065	1	19064	2	3
19071	2	19070	6	8
19080	2	19079	1	3
19102	1	390962	2	3
19110	1	19109	1	2
19119	7	19118	2	9
19123	7	19122	2	9
19129	1	390987	4	5
19133	3	390992	5	8
19136	1	19135	1	2
19141	1	19140	3	4
19147	2	19146	5	7
19148	1	391009	7	8
19187	1	391046	5	6
19195	3	391069	11	14
19197	2	19196	2	4
19223	2	19222	3	5
19244	2	19243	1	3
19256	2	391139	5	7
19260	1	391143	1	2
19285	7	19284	10	17
19288	7	19287	6	13
19298	6	19297	1	7
19301	1	391179	2	3
19305	3	19304	1	4
19309	6	19308	5	11
19316	3	19315	2	5
19321	1	19320	2	3
19341	1	19340	7	8
19352	4	292993	5	9
19366	1	19365	4	5
19372	1	391252	6	7
19378	1	19377	3	4
19414	1	19413	4	5
19424	15	19423	2	17
19433	1	391322	4	5
19445	1	19444	2	3
19449	2	391339	6	8
19460	6	19459	2	8
19466	3	819967	5	8
19473	1	19472	1	2
19506	1	391444	1	2
19507	1	391456	3	4
19509	6	391459	5	11
19539	5	391504	1	6
19544	4	19543	3	7
19552	3	19551	1	4
19554	1	19553	4	5
19602	3	19601	1	4
19603	1	293058	4	5
19641	1	19640	1	2
19660	3	19659	4	7
19667	2	19666	5	7
19670	2	19669	2	4
19691	1	19690	1	2
19706	3	391859	1	4
19709	3	19708	5	8
19712	1	19711	3	4
19729	2	19728	4	6
19731	6	391889	1	7
19757	1	19756	1	2
19778	1	19777	7	8
19808	3	391990	3	6
19820	1	392003	7	8
19832	5	19831	4	9
19843	4	19842	1	5
19844	1	392042	11	12
19871	1	19870	1	2
19890	9	19889	4	13
19894	2	19893	1	3
19906	4	19905	6	10
19948	3	19947	6	9
19956	10	19955	4	14
19971	2	392258	3	5
19973	5	19972	3	8
19987	4	19986	1	5
20003	4	20002	2	6
20033	7	392367	5	12
20041	1	392384	4	5
20047	3	20046	1	4
20093	8	20092	8	16
20106	1	20105	3	4
20108	1	20107	1	2
20123	2	392556	7	9
20136	3	820391	1	4
20170	12	20169	5	17
20171	5	293191	5	10
20204	1	392671	6	7
20214	10	20213	4	14
20239	10	392760	14	24
20244	3	20243	1	4
20264	3	392824	7	10
20266	17	20265	7	24
20306	3	20305	5	8
20314	5	820518	5	10
20316	5	20315	1	6
20338	2	20337	6	8
20349	6	20348	3	9
20359	1	392987	3	4
20365	1	20364	6	7
20368	3	393005	2	5
20369	10	393009	1	11
20377	5	20376	3	8
20387	5	293260	3	8
20402	6	20401	1	7
20412	9	20411	4	13
20503	4	393343	7	11
20511	2	293299	1	3
20520	2	20519	2	4
20530	14	393400	3	17
20544	5	393427	7	12
20571	3	293319	5	8
20583	2	393502	2	4
20592	2	20591	3	5
20624	3	20623	4	7
20631	6	20630	2	8
20672	5	20671	5	10
20679	2	20678	3	5
20689	1	20688	8	9
20697	4	393768	5	9
20739	7	393896	6	13
20744	1	20743	3	4
20833	3	394231	4	7
20838	8	821004	4	12
20870	1	20868	3	4
20888	1	20887	5	6
20899	4	394472	3	7
20900	7	394475	3	10
20908	5	20907	1	6
20929	2	20928	2	4
20936	4	394537	6	10
20976	8	20975	4	12
20995	3	20994	6	9
21011	7	21010	6	13
21039	3	293443	2	5
21042	10	21041	3	13
21043	2	394810	3	5
21078	4	394955	1	5
21091	2	21090	1	3
21120	8	21119	1	9
21126	6	395169	12	18
21135	3	293470	6	9
21136	4	293471	1	5
21145	5	395270	16	21
21152	2	21151	6	8
21172	4	21171	1	5
21200	11	395421	9	20
21206	5	395436	5	10
21235	12	21234	4	16
21282	2	395571	16	18
21313	1	395632	6	7
21315	1	21314	5	6
21339	6	395681	9	15
21348	9	21347	7	16
21403	8	395786	10	18
21426	4	21425	1	5
21437	1	395858	8	9
21460	4	395937	11	15
21526	1	395998	2	3
21527	3	396014	7	10
21573	1	396076	2	3
21614	3	396142	11	14
21642	4	396208	2	6
21646	3	21645	4	7
21660	1	396236	2	3
21714	4	396327	6	10
21757	3	21756	1	4
21766	7	821890	134	141
21783	5	21782	1	6
21793	1	396477	6	7
21832	3	396621	2	5
21836	2	396631	4	6
21856	4	396653	6	10
21865	2	396671	3	5
21866	1	396674	7	8
21874	3	396680	1	4
21885	2	293740	4	6
21959	9	396894	7	16
21968	4	21967	2	6
21983	3	21982	3	6
22012	3	22011	1	4
22029	1	22028	1	2
22038	1	293796	4	5
22055	2	397126	1	3
22072	4	22071	2	6
22100	1	293814	2	3
22109	1	22108	3	4
22117	1	22116	1	2
22142	2	397280	5	7
22194	3	22193	1	4
22220	12	22219	13	25
22232	1	22231	3	4
22251	5	22250	1	6
22261	1	397559	1	2
22277	2	22276	1	3
22290	4	397620	2	6
22321	3	22320	7	10
22346	1	397748	2	3
22348	4	22347	8	12
22350	8	397776	19	27
22352	2	397796	2	4
22357	3	397800	1	4
22366	2	397824	6	8
22371	5	397831	9	14
22403	18	22402	5	23
22418	2	397890	2	4
22425	4	397894	4	8
22433	1	397931	2	3
22439	3	397944	7	10
22441	6	22440	6	12
22466	4	22465	2	6
22498	3	22497	1	4
22508	6	398071	7	13
22520	1	22519	1	2
22544	5	398138	2	7
22545	8	398145	4	12
22548	1	398152	5	6
22571	4	398183	4	8
22580	3	398205	4	7
22585	1	22584	3	4
22591	5	398217	15	20
22615	3	22614	5	8
22617	3	22616	4	7
22619	4	398272	3	7
22642	5	22641	5	10
22655	1	22654	1	2
22673	1	398365	2	3
22697	4	22696	7	11
22699	3	22698	1	4
22710	1	22709	4	5
22719	1	22718	2	3
22731	2	22730	3	5
22739	7	22738	1	8
22747	1	22746	5	6
22756	4	22755	1	5
22759	1	398503	1	2
22763	1	398521	2	3
22779	4	398539	4	8
22787	1	22786	1	2
22789	1	22788	1	2
22800	5	22799	1	6
22806	1	22805	3	4
22814	2	22813	2	4
22832	1	398619	1	2
22852	1	22851	1	2
22855	2	22854	2	4
22857	1	22856	1	2
22863	1	398658	2	3
22887	9	398705	2	11
22899	2	22898	3	5
22904	3	22903	1	4
22907	4	22906	4	8
22909	1	22908	3	4
22914	4	22913	5	9
22954	5	398870	14	19
22965	2	22964	1	3
22975	5	398918	6	11
22987	6	22986	2	8
23004	1	23003	6	7
23028	7	23027	8	15
23055	5	399079	1	6
23072	5	23071	6	11
23074	3	23073	2	5
23084	7	399139	5	12
23119	7	399252	3	10
23138	9	399340	2	11
23179	4	399435	16	20
23190	2	23189	7	9
23211	1	23210	4	5
23217	3	399531	7	10
23221	10	399533	8	18
23226	6	23225	9	15
23233	1	23232	2	3
23257	1	23256	7	8
23274	5	23273	1	6
23286	3	23285	3	6
23311	1	399776	4	5
23317	2	823177	3	5
23322	3	23321	2	5
23332	2	399819	2	4
23341	10	399835	1	11
23361	1	399872	1	2
23364	3	23363	3	6
23371	3	23370	2	5
23383	3	23382	1	4
23399	2	399948	5	7
23435	3	399998	1	4
23466	1	23465	3	4
23469	2	23468	1	3
23477	3	400079	4	7
23490	1	294237	5	6
23497	4	294239	4	8
23518	1	23517	2	3
23520	2	400132	3	5
23523	5	23522	1	6
23529	2	400152	9	11
23551	8	400197	6	14
23585	4	400252	6	10
23593	3	823376	2	5
23594	2	400255	5	7
23597	1	23596	2	3
23603	6	400263	6	12
23614	10	23613	1	11
23618	2	23617	6	8
23619	8	400277	9	17
23623	5	400281	11	16
23630	2	400286	4	6
23634	9	23633	3	12
23642	3	23641	3	6
23646	3	400325	8	11
23653	4	400331	6	10
23680	3	400418	4	7
23683	2	400421	1	3
23719	1	23718	13	14
23724	1	23723	1	2
23725	2	400487	4	6
23733	4	23732	9	13
23738	5	400519	4	9
23765	4	23764	4	8
23784	4	23783	21	25
23822	2	23821	3	5
23826	1	400626	3	4
23858	5	23857	6	11
23892	1	294355	4	5
23905	7	23904	4	11
23922	2	23921	6	8
23929	1	23928	1	2
23973	5	400803	2	7
23976	4	23975	2	6
23982	1	23981	1	2
23991	1	400828	1	2
23998	3	23997	1	4
24008	5	24007	2	7
24015	5	24014	1	6
24061	3	400974	7	10
24076	5	401002	5	10
24096	2	401035	3	5
24112	2	24111	2	4
24124	1	401092	5	6
24132	3	401120	4	7
24140	6	401133	4	10
24147	32	401143	4	36
24150	1	24149	2	3
24161	1	24160	10	11
24173	1	401187	8	9
24178	5	24177	1	6
24186	3	24185	4	7
24206	7	24205	4	11
24207	4	401210	11	15
24211	1	401230	6	7
24214	1	24213	2	3
24220	2	401250	3	5
24225	3	24224	1	4
24235	1	24234	12	13
24238	6	24237	1	7
24293	2	401326	9	11
24297	1	401346	1	2
24304	2	24303	1	3
24306	3	401357	7	10
24341	4	24340	1	5
24346	3	401407	4	7
24356	8	24355	4	12
24360	2	24359	2	4
24362	3	24361	3	6
24387	10	401466	1	11
24388	2	401468	2	4
24395	2	24394	4	6
24417	5	24416	2	7
24420	3	24419	9	12
24428	18	401543	13	31
24436	8	401568	12	20
24440	1	401573	1	2
24472	4	24471	6	10
24478	2	401623	1	3
24483	3	401635	3	6
24488	6	24487	1	7
24508	1	24507	1	2
24511	3	24510	1	4
24526	2	24525	4	6
24528	4	24527	1	5
24529	2	401704	1	3
24549	6	24548	6	12
24555	3	24554	2	5
24573	1	24572	2	3
24598	4	401776	5	9
24606	2	24605	6	8
24625	4	401806	3	7
24636	4	24635	1	5
24638	2	24637	6	8
24639	5	401817	2	7
24640	2	401818	11	13
24645	3	24644	2	5
24651	2	401829	8	10
24654	6	24653	5	11
24662	6	24661	2	8
24666	2	401847	6	8
24678	1	401856	6	7
24682	2	24681	7	9
24740	3	24739	1	4
24747	3	24746	1	4
24750	1	24749	6	7
24762	3	401956	7	10
24766	3	401958	4	7
24801	4	24800	6	10
24805	2	24804	2	4
24808	4	24807	2	6
24830	4	24829	5	9
24844	3	402062	2	5
24873	2	24872	3	5
24888	1	24887	2	3
24893	1	294578	3	4
24896	3	24895	4	7
24925	1	24924	5	6
24930	2	24929	1	3
24931	1	402156	4	5
24985	2	402233	7	9
25002	2	824147	2	4
25010	2	25009	5	7
25018	3	402284	4	7
25023	1	25022	3	4
25027	1	25026	6	7
25052	8	25051	6	14
25074	3	25073	5	8
25078	3	25077	1	4
25092	2	25091	6	8
25096	2	25095	3	5
25151	6	25150	6	12
25158	2	25157	5	7
25165	1	402456	7	8
25174	10	25173	5	15
25176	3	25175	2	5
25178	10	402472	4	14
25210	1	25209	1	2
25225	2	25224	3	5
25229	5	402612	2	7
25247	1	25246	3	4
25256	4	402664	1	5
25275	1	402680	1	2
25277	1	294678	3	4
25279	1	25278	1	2
25281	1	25280	3	4
25295	8	25294	5	13
25297	2	402697	9	11
25310	2	25309	4	6
25330	3	25329	4	7
25332	4	25331	3	7
25361	2	402771	4	6
25376	4	25375	2	6
25393	5	25392	4	9
25394	2	294707	1	3
25432	4	25431	1	5
25443	2	25442	1	3
25449	2	25448	1	3
25450	2	402856	4	6
25462	1	25461	4	5
25477	3	25476	2	5
25494	3	25493	1	4
25585	3	25584	2	5
25588	8	25587	4	12
25592	3	25591	3	6
25601	1	402987	2	3
25616	6	402995	7	13
25621	2	25620	3	5
25627	1	25626	4	5
25632	2	403010	7	9
25646	3	25645	7	10
25657	2	25656	4	6
25661	2	25660	5	7
25688	3	25687	6	9
25711	1	25710	1	2
25738	1	25737	1	2
25739	2	403112	8	10
25740	1	403114	1	2
25751	1	25750	1	2
25759	3	25758	1	4
25763	1	294807	5	6
25765	1	403140	2	3
25791	1	25790	2	3
25818	1	25817	1	2
25821	1	25820	1	2
25822	2	403197	2	4
25829	2	403201	1	3
25830	1	403204	1	2
25834	1	403214	14	15
25842	1	25841	1	2
25843	1	403227	2	3
25899	2	403296	1	3
25913	1	25912	1	2
25967	6	25966	1	7
25980	30	25979	1	31
26032	1	26031	1	2
26042	5	403477	36	41
26062	1	26061	1	2
26072	1	26071	2	3
26086	1	26085	1	2
26108	2	294882	2	4
26126	1	403555	1	2
26130	3	403557	4	7
26135	1	26134	2	3
26234	3	403675	2	5
26254	10	26253	1	11
26286	1	26285	1	2
26334	1	26333	1	2
26365	1	26364	1	2
26384	1	403832	2	3
26393	2	26392	1	3
26418	3	403877	7	10
26430	8	26429	5	13
26507	3	26506	1	4
26514	4	26513	2	6
26518	8	26517	4	12
26526	2	403985	2	4
26538	4	26537	2	6
26556	3	26555	6	9
26559	6	26558	4	10
26562	3	26561	8	11
26578	3	26577	2	5
26608	3	404071	1	4
26610	2	26609	1	3
26620	3	26619	2	5
26634	3	26633	3	6
26638	1	26637	2	3
26642	4	404133	1	5
26659	3	26658	2	5
26663	8	404161	4	12
26670	2	26669	4	6
26683	5	26682	4	9
26690	2	404179	1	3
26701	2	26700	4	6
26760	4	26759	2	6
26764	4	26763	1	5
26827	2	26826	1	3
26846	7	26845	4	11
26870	3	404424	5	8
26886	5	404443	3	8
26894	4	404449	2	6
26896	1	825029	3	4
26918	1	295063	1	2
26936	4	404474	1	5
26949	2	26948	3	5
26956	1	26955	4	5
26958	1	404493	5	6
26968	6	26967	1	7
26979	1	26978	4	5
26999	6	404541	10	16
27004	4	404543	8	12
27010	2	27009	2	4
27023	1	27022	3	4
27049	1	27048	3	4
27054	1	404597	4	5
27060	5	27059	7	12
27065	2	404632	2	4
27067	4	404633	1	5
27090	2	27089	4	6
27122	1	27121	4	5
27128	1	404687	4	5
27134	1	27133	5	6
27136	3	27135	1	4
27138	1	27137	1	2
27142	3	27141	1	4
27147	1	27146	4	5
27155	3	27154	5	8
27211	1	404774	4	5
27222	1	27221	4	5
27230	7	27229	2	9
27252	2	27251	5	7
27270	3	404818	3	6
27284	1	404839	5	6
27305	5	27304	3	8
27308	2	27307	1	3
27316	2	27315	4	6
27320	3	404875	14	17
27337	3	295169	5	8
27340	3	295171	2	5
27344	2	27343	4	6
27350	2	27349	8	10
27366	6	27365	6	12
27398	2	27397	1	3
27423	2	405006	8	10
27428	4	27427	6	10
27431	2	27430	5	7
27433	6	27432	4	10
27458	1	27457	4	5
27462	3	27461	2	5
27480	2	27479	2	4
27503	2	27502	2	4
27515	1	27514	15	16
27523	1	405103	1	2
27533	1	27532	2	3
27567	1	27566	1	2
27572	1	295219	3	4
27592	3	27591	1	4
27598	3	27597	1	4
27610	1	27609	2	3
27615	4	27614	5	9
27620	3	27619	2	5
27641	2	27640	8	10
27689	6	27688	10	16
27698	1	27697	4	5
27710	3	405313	19	22
27732	3	27731	1	4
27735	32	405337	1	33
27741	4	295260	4	8
27748	2	27747	1	3
27762	2	825430	3	5
27776	1	405399	3	4
27788	2	405419	2	4
27799	1	27798	2	3
27801	2	27800	1	3
27816	11	27815	1	12
27840	1	405468	3	4
27851	1	405481	11	12
27856	1	27855	3	4
27862	9	27861	3	12
27867	2	27866	6	8
27876	2	405505	4	6
27879	2	405516	3	5
27897	1	405536	4	5
27903	1	27902	1	2
27904	1	405544	2	3
27913	2	405559	1	3
27939	1	27938	1	2
27960	1	27959	1	2
27973	3	27972	4	7
27977	3	27976	2	5
27989	3	27988	1	4
27993	2	27992	4	6
27995	3	27994	2	5
28003	4	28002	2	6
28007	3	28006	4	7
28021	2	28020	2	4
28022	6	295320	10	16
28034	5	28033	1	6
28046	1	28045	5	6
28050	2	28049	4	6
28067	2	28066	1	3
28075	1	825563	5	6
28101	2	28100	4	6
28112	7	28111	7	14
28119	3	28118	1	4
28147	6	28146	2	8
28173	1	28172	2	3
28179	1	28178	1	2
28192	3	28191	1	4
28200	1	405823	2	3
28201	3	405824	8	11
28214	2	28213	2	4
28216	3	405833	68	71
28227	6	405846	2	8
28233	2	28232	2	4
28262	12	295380	7	19
28268	10	405912	4	14
28273	3	28272	3	6
28278	25	28277	1	26
28280	6	28279	7	13
28303	16	28302	27	43
28307	6	28306	1	7
28312	2	405971	32	34
28323	3	28322	1	4
28325	4	28324	8	12
28333	9	405997	15	24
28346	4	28345	1	5
28351	3	406014	10	13
28354	6	28353	8	14
28368	3	28367	5	8
28369	5	406037	1	6
28389	6	28388	8	14
28399	5	28398	5	10
28401	1	28400	1	2
28405	6	28404	4	10
28418	8	406101	5	13
28423	3	28422	1	4
28426	2	28425	8	10
28433	6	406130	10	16
28446	2	28445	3	5
28449	2	28448	16	18
28453	2	28452	1	3
28455	1	28454	7	8
28499	5	406184	5	10
28513	3	406217	3	6
28517	6	406224	4	10
28531	4	28530	2	6
28548	2	28547	5	7
28551	2	406288	9	11
28589	3	28588	2	5
28595	6	295483	1	7
28606	1	28605	1	2
28634	11	406380	10	21
28660	3	28659	1	4
28672	6	406405	6	12
28708	6	28707	2	8
28710	2	28709	2	4
28719	6	406465	14	20
28726	3	28725	11	14
28732	1	406470	2	3
28767	2	406518	10	12
28781	2	406536	3	5
28795	4	28794	10	14
28809	2	295528	4	6
28836	2	28835	7	9
28843	3	28842	2	5
28852	1	28851	1	2
28855	2	28854	1	3
28861	5	28860	5	10
28874	3	28873	1	4
28879	1	28878	4	5
28922	7	406743	2	9
28936	7	406788	29	36
28947	5	28946	6	11
28951	1	28950	1	2
28956	1	28955	5	6
28974	1	28973	1	2
28986	4	28985	3	7
28992	9	28991	11	20
29008	7	29007	6	13
29029	3	406876	6	9
29046	1	406888	1	2
29051	6	29050	10	16
29053	9	406905	9	18
29063	1	406921	2	3
29073	4	29072	2	6
29076	9	295609	2	11
29108	3	29107	3	6
29117	6	407000	11	17
29121	1	407009	1	2
29150	5	407051	18	23
29206	4	407121	12	16
29209	3	29208	3	6
29220	8	29219	2	10
29223	2	29222	1	3
29228	4	407145	1	5
29230	4	407146	7	11
29242	28	29241	2	30
29245	1	407215	5	6
29263	8	407238	2	10
29265	5	407239	10	15
29269	10	29268	3	13
29272	7	407273	5	12
29306	1	407307	2	3
29352	1	29351	4	5
29354	8	407360	6	14
29377	7	29376	3	10
29379	5	29378	5	10
29394	3	29393	3	6
29401	3	29400	5	8
29432	1	407433	4	5
29434	3	407437	3	6
29457	3	29456	2	5
29475	10	29474	4	14
29512	5	407505	2	7
29555	5	407556	9	14
29585	1	29584	2	3
29616	4	29615	2	6
29618	1	407646	2	3
29674	6	29673	4	10
29694	3	826337	6	9
29709	4	29708	2	6
29710	2	407757	1	3
29715	4	407765	7	11
29720	2	29719	2	4
29732	1	407779	9	10
29740	6	29739	6	12
29744	2	29743	3	5
29746	1	29745	4	5
29750	7	407826	6	13
29755	6	29754	8	14
29770	2	29769	5	7
29778	11	29777	4	15
29796	7	29795	4	11
29798	8	29797	20	28
29802	11	29801	8	19
29812	1	407894	1	2
29813	1	407895	4	5
29829	2	29828	4	6
29862	6	29861	8	14
29888	2	29887	2	4
29892	4	407992	3	7
29908	4	29907	2	6
29911	1	29910	3	4
29999	4	408119	2	6
30012	1	408125	2	3
30015	1	408135	11	12
30039	4	30038	6	10
30082	2	30081	3	5
30088	2	30087	4	6
30094	5	408248	10	15
30105	1	30104	2	3
30111	1	30110	4	5
30120	5	30119	1	6
30122	2	30121	3	5
30126	2	30125	1	3
30142	2	295891	4	6
30148	2	30147	2	4
30172	2	408340	4	6
30185	10	30184	7	17
30195	2	408360	3	5
30221	3	30220	2	5
30245	2	30244	1	3
30254	1	30253	1	2
30257	1	408412	4	5
30259	1	408413	1	2
30284	16	30283	2	18
30286	1	295922	1	2
30317	4	30316	3	7
30324	3	408492	4	7
30332	5	295938	2	7
30344	1	295939	3	4
30361	3	30360	1	4
30394	3	30393	4	7
30396	4	30395	3	7
30407	3	408593	2	5
30409	1	408594	4	5
30475	4	408679	4	8
30480	1	30479	7	8
30484	6	408691	7	13
30507	13	30506	2	15
30510	1	30509	9	10
30512	5	30511	4	9
30517	6	408757	6	12
30544	2	30543	2	4
30550	2	30549	4	6
30556	4	30555	7	11
30596	5	408899	3	8
30605	1	408924	7	8
30606	2	408928	4	6
30617	3	30616	1	4
30618	2	296006	2	4
30634	3	30633	4	7
30655	9	296014	3	12
30680	2	409046	134	136
30685	3	409054	9	12
30689	4	409058	9	13
30691	3	30690	5	8
30701	2	409079	5	7
30705	2	30704	1	3
30712	13	30711	7	20
30734	3	30733	10	13
30746	6	30745	2	8
30751	3	409125	6	9
30776	6	30775	6	12
30778	2	30777	4	6
30788	6	30787	6	12
30795	3	30794	1	4
30810	5	30809	3	8
30813	2	409187	25	27
30828	7	30827	6	13
30856	3	30855	10	13
30859	2	296056	1	3
30883	2	409256	5	7
30892	4	30891	9	13
30905	12	30904	41	53
30914	2	30913	2	4
30916	3	30915	1	4
30927	6	30926	7	13
30937	3	296076	3	6
30940	7	409311	9	16
30962	1	30961	4	5
30973	7	409340	1	8
30980	2	30979	6	8
30989	2	30988	7	9
30995	10	30994	3	13
30997	4	30996	4	8
30999	3	30998	5	8
31030	5	31029	5	10
31042	3	296095	1	4
31046	3	31045	3	6
31071	6	31070	4	10
31081	10	409441	6	16
31101	4	31100	1	5
31111	3	31110	5	8
31113	3	31112	1	4
31128	2	31127	3	5
31141	2	31140	1	3
31145	4	409544	1	5
31150	1	409549	4	5
31154	5	31153	8	13
31187	4	31186	3	7
31251	4	409696	1	5
31260	1	296140	1	2
31350	3	409855	4	7
31369	12	409879	4	16
31380	5	31379	1	6
31400	7	409935	10	17
31412	2	31411	1	3
31435	1	31434	1	2
31493	13	410086	6	19
31494	5	410088	7	12
31497	5	827275	2	7
31504	5	410109	18	23
31520	2	31519	11	13
31525	1	827286	1	2
31593	4	31592	4	8
31621	4	31620	10	14
31657	1	31656	2	3
31659	2	31658	1	3
31687	6	410373	10	16
31690	4	410374	5	9
31697	2	31696	6	8
31742	4	827411	6	10
31768	2	31767	2	4
31774	8	31773	1	9
31779	1	31778	5	6
31785	6	31784	2	8
31794	3	31793	4	7
31802	3	31801	2	5
31818	7	31817	8	15
31824	2	296290	2	4
31831	5	410575	7	12
31834	7	31833	3	10
31840	3	31839	3	6
31865	2	410602	3	5
31871	1	31870	2	3
31895	3	31894	4	7
31905	4	31904	3	7
31928	5	31927	1	6
31956	3	31955	4	7
31959	2	31958	9	11
31964	7	31963	8	15
31969	8	31968	4	12
31971	3	410722	14	17
31989	4	31988	6	10
32021	4	32020	8	12
32061	3	410865	6	9
32073	11	296353	7	18
32100	1	32099	8	9
32104	14	296363	6	20
32107	4	32106	7	11
32125	1	32124	1	2
32126	1	296367	2	3
32132	10	32131	4	14
32157	6	32156	2	8
32172	1	32171	2	3
32180	1	32179	1	2
32186	7	410972	11	18
32200	2	411003	5	7
32207	1	32206	2	3
32239	8	32238	3	11
32256	4	32255	8	12
32258	9	411069	1	10
32261	3	296402	1	4
32263	5	32262	5	10
32269	3	411081	5	8
32283	1	32282	1	2
32312	1	32311	1	2
32335	1	32334	5	6
32382	6	411219	2	8
32398	1	411230	5	6
32428	5	411254	10	15
32436	6	32435	4	10
32458	2	32457	5	7
32487	4	411310	9	13
32526	1	411350	2	3
32528	4	411355	3	7
32552	12	32551	11	23
32571	3	411408	1	4
32595	2	32594	4	6
32616	1	411431	2	3
32622	1	411439	5	6
32633	1	296501	3	4
32642	3	32641	10	13
32650	3	32649	1	4
32654	5	411477	4	9
32656	1	411478	3	4
32669	1	411495	1	2
32671	5	32670	2	7
32691	6	32690	4	10
32710	2	32709	14	16
32725	7	32724	3	10
32732	4	411586	8	12
